Ticker,Returns,Volatility
MMM,-0.04444247469834147,0.22532378527141064
AOS,0.033440049107049154,0.2500307482448987
ABT,0.12246560519766736,0.222676429754523
ABBV,0.12918294135717787,0.23764962862483835
ACN,0.1140343218981717,0.23682817310122065
ADBE,0.13691372888177422,0.3111399118223287
AMD,0.355920432317306,0.47203091196324903
AES,0.20204880183281287,0.301206157927077
AFL,0.11885173480134782,0.2620791725147786
A,0.1450432126001246,0.24471820300050698
APD,0.1293633718041023,0.233199058639068
ABNB,-0.06275139306827088,0.4778471738512267
AKAM,0.06585168995353272,0.249519073715849
ALB,0.15635565023800238,0.39370630874279655
ARE,0.06089150820629047,0.22674566074949834
ALGN,0.09158744977155925,0.44734556167083284
ALLE,0.07725556514873042,0.25075240070725696
LNT,0.0783891746781154,0.2017039322917308
ALL,0.08217041742899428,0.23091548518398897
GOOGL,0.10272996559644751,0.260745291253556
GOOG,0.10446763054119038,0.2603934077252428
MO,0.013749686571992447,0.22164432164934247
AMZN,0.09195550610688151,0.29732285494430166
AMCR,0.06204698986186335,0.24658980599232705
AEE,0.0988127814537196,0.21036230160181346
AEP,0.08010443148754405,0.19602581275234268
AXP,0.11308437632081678,0.3117171745727663
AIG,0.0843556798727106,0.33427042482960934
AMT,0.0987305594381272,0.23792310978628617
AWK,0.11066476439678168,0.22174711781421494
AMP,0.1563270599753038,0.3373133297252077
AME,0.12256386702606116,0.23421688155014397
AMGN,0.09785921920804651,0.21461478012195895
APH,0.10986992813147219,0.23116329281499365
ADI,0.13849167656230874,0.2918520349883875
ANSS,0.10957001799050893,0.2914154951523692
AON,0.14539853961334995,0.22224124442392432
APA,0.20918293254353557,0.5939878543442645
APO,0.18237006155048255,0.3520820253725297
AAPL,0.1982600729442093,0.2781777635290669
AMAT,0.16803413712070356,0.386870061861852
APTV,0.08973955008088358,0.38614169384213887
ACGL,0.14123673831969055,0.2696386274539166
ADM,0.1614326883161194,0.22784522423410458
AJG,0.18789616951976063,0.2128720265011149
AIZ,0.07749223086425319,0.24904185334190965
T,0.016309394202750686,0.21237734001765154
ATO,0.07605367680286254,0.20911426319944104
ADSK,0.1357308342921815,0.34357185779242994
ADP,0.14178860558546635,0.23487436659248487
AZO,0.19697139233278957,0.24303503985071112
AVB,0.03947392547205133,0.2405736411646223
AVY,0.10876650795220948,0.2653925062158013
AXON,0.35125107143760115,0.4472100770015764
BKR,0.08244690705248589,0.38231020805876115
BALL,0.0782752084627548,0.25682635049544383
BAC,0.07247688859550105,0.29469762712407743
BAX,-0.004553735395596251,0.22177563352409868
BDX,0.05575730573353047,0.2085590661816053
BRK-B,0.08061637522808883,0.1929321346556467
BBY,0.09695317171763551,0.33377652913687633
TECH,0.17008206993419042,0.27858883902154735
BIIB,0.05923741334561428,0.4261551356045999
BLK,0.0997542700282569,0.26983972092106073
BX,0.19990329905505558,0.32759150441868506
BK,0.03055929002248281,0.26468305381906737
BA,0.034724301097806484,0.4225112486888127
BKNG,0.06414841677515279,0.3082148907679075
BWA,0.0252787089365028,0.31110502056345507
BSX,0.11568146923473642,0.2527159604853522
BMY,0.06368424889900902,0.2016026296961548
AVGO,0.17670620340337173,0.30952223786031047
BR,0.09081551547489321,0.22520927991238066
BRO,0.14079376064925006,0.2184985722709939
BF-B,0.06404032210029972,0.22463218771231416
BLDR,0.24525180423132878,0.43796253656915923
BG,0.11249476673167261,0.2744984325959338
BXP,-0.024904335311866886,0.28022185979695535
CHRW,0.04697943888567549,0.23493309069871857
CDNS,0.23037106523372144,0.3009765692810187
CZR,0.2295001365551916,0.6164076191336796
CPT,0.07593572721172462,0.23042983187484117
CPB,0.07236005151089651,0.22386833952595508
COF,0.06621609385741793,0.3558597908454219
CAH,0.09126918915930472,0.27717460940113714
KMX,0.053326707085701204,0.348541665235892
CCL,-0.1072752913761523,0.5827771805355862
CARR,0.3777534574462149,0.3588913894605166
CAT,0.11406492235106057,0.27730415535550423
CBOE,0.044113322851695634,0.24278499809557857
CBRE,0.1254449192092995,0.3085877014144828
CDW,0.17518963602503723,0.27331399270859497
CE,0.05418722623602535,0.29955578264510935
COR,0.12068413066983015,0.24991632581577852
CNC,0.11203768450759478,0.3078482123008899
CNP,0.06803245265795141,0.2659865375521766
CF,0.17828669718391027,0.36286039435244727
CRL,0.1409542687472948,0.30664042921209467
SCHW,0.12164712643510148,0.30453890847367054
CHTR,0.030791437443425794,0.26248820417599933
CVX,0.12157781366822812,0.2957529787060504
CMG,0.26601150544626434,0.32293596352123244
CB,0.10266354697417356,0.23606145606734089
CHD,0.09688358854234971,0.20186284506626112
CI,0.11334669493252754,0.28411381333631175
CINF,0.10566622016039033,0.28643108595401146
CTAS,0.19977456022510853,0.2638628660784193
CSCO,0.07873663195810965,0.2428834472460928
C,0.0051437385427188925,0.32164434299774014
CFG,0.08165107042574252,0.3616318071787496
CLX,0.038766848087673035,0.22313756346660446
CME,0.0717858234838674,0.23747584315212092
CMS,0.08077969768703767,0.1992469735982697
KO,0.08432848404934007,0.17929232289133235
CTSH,0.014451526249616374,0.26432913243836303
CL,0.03901375238235791,0.17907067028517276
CMCSA,0.02033329632542144,0.23753299664800406
CAG,0.05572915064390312,0.24612983857416468
COP,0.19658826866492254,0.37219531004808354
STZ,0.043063897367075776,0.2444252862161451
CEG,0.6075080509854701,0.3950451012015173
COO,0.08610355114659153,0.24440969088022718
CPRT,0.17673190212754825,0.2634077786661483
GLW,0.0562691825824561,0.2841935762039824
CPAY,0.033678142835284405,0.2873991307192646
CTVA,0.1935524739229677,0.31158818860087656
CSGP,0.17459535240434093,0.2920635344536012
COST,0.15227986411380803,0.20180249017916002
CTRA,0.06154795196419782,0.33785344400150785
CRWD,0.2564323732820766,0.5316823935876145
CCI,0.0808358302717194,0.23187710190521302
CSX,0.10982799577546709,0.2520725991308485
CMI,0.09243833338720626,0.24610871309238824
CVS,0.08135928135732075,0.24108358821225817
DHR,0.17433447265107807,0.2262001242699904
DRI,0.13706848126967625,0.3743198647486978
DVA,0.049357320527708096,0.2969048570113333
DAY,0.18676207712415402,0.4006644965811503
DECK,0.28687894793206364,0.3607100582442052
DE,0.18926098994222149,0.2843731320520688
DELL,0.13262041514414602,0.3231740058242845
DAL,0.011231361231083493,0.39462682074546046
DVN,0.21140670616470067,0.5031312760344435
DXCM,0.36832951596552876,0.4152076153393712
FANG,0.16171988868026502,0.5083086578071736
DLR,0.03910882893740136,0.24919064318664294
DFS,0.12498190725004873,0.38794877900818253
DG,0.1644761288301941,0.2234280136242513
DLTR,0.08710333379073738,0.31756586018180644
D,0.015091400155027464,0.21831873151172995
DPZ,0.12791093537986598,0.2718700276318663
DOV,0.11174816219709907,0.24625971826647267
DOW,0.09784293711117285,0.3426382276546162
DHI,0.14220910595980069,0.3369514376213671
DTE,0.08035785506988317,0.22024377126245412
DUK,0.07818344591507896,0.19975036515963038
DD,0.00333779018898191,0.29947065839398224
EMN,0.043278394602994076,0.28885430839193554
ETN,0.14487473645761856,0.26112935709063745
EBAY,0.058064303157710086,0.2756126783975175
ECL,0.04971039132848835,0.251472027280326
EIX,0.06420622965532365,0.26170685233512486
EW,0.13595830533448983,0.2813965643957982
EA,0.05135992779503131,0.2628931407661973
ELV,0.16115399978636621,0.2818582208858764
EMR,0.0967138891368039,0.2676638583032122
ENPH,0.8608234563908785,0.6736242070272156
EPAM,0.2500721837273746,0.4272191393863863
EQT,0.13657825245544528,0.5023907937961648
EFX,0.11023698851323352,0.26912137525409824
EQIX,0.0970799249809674,0.2516718793182675
EQR,0.04287724758866806,0.2429078387738604
ERIE,0.15201721489937237,0.2603683079408367
ESS,0.034707882380452054,0.24562521545521127
EL,0.1363804502632208,0.27667485026493804
EG,0.10625815291661922,0.2541149475892321
EVRG,0.07319886263923886,0.22907332906682945
ES,0.08357018873693704,0.2205743832752908
EXC,0.1088713453203853,0.23242902245692248
EXPE,0.03903929219259799,0.3988053652247826
EXPD,0.0977611445093282,0.22205104675543327
EXR,0.12527260608704488,0.23362288328298222
XOM,0.1117619419273803,0.281067916340993
FFIV,0.04670256516604327,0.266698133030007
FDS,0.13834350154388536,0.24299635552797955
FICO,0.24650205623416338,0.3447694121108325
FAST,0.12481495408110556,0.24668589705219898
FRT,0.03270436611388028,0.30228037226432186
FDX,0.005172069545835602,0.3137492079452907
FIS,0.004566031269972197,0.2773804820708616
FITB,0.09720592581913934,0.3518852018710052
FSLR,0.18167379046252324,0.3936823603730512
FE,0.10163186718119359,0.24628556960257403
FI,0.09339524356954798,0.2552120806598477
FMC,0.10751647614293162,0.27960885548998377
F,0.07486350210760415,0.34968121587183154
FTNT,0.3022447893891652,0.36374508057098004
FTV,0.04200758250152583,0.24945161470357582
FOXA,0.015961353694232898,0.3061272413546516
FOX,-0.004216265138801709,0.2958882079941903
BEN,0.018980182068998284,0.31013254678781554
FCX,0.19668450661357093,0.44503559165566436
GRMN,0.10588734598583921,0.2332051973211013
IT,0.1780777962873483,0.2868939130129661
GE,0.0025282186470745958,0.36236431875238595
GEHC,-0.4034912447689199,0.23742120550573076
GEN,0.09614643635382994,0.30594194944103403
GNRC,0.18058613660188352,0.3940443121199108
GD,0.06953169255885047,0.21765661436367237
GIS,0.09279832517369171,0.19844342058128275
GM,0.04408965593331299,0.3481080787815587
GPC,0.13209744902836473,0.24990546474334782
GILD,0.07207641703780081,0.2233017260933467
GPN,0.049439387205032506,0.30645838303506645
GL,0.07822549865916735,0.25426038954605623
GDDY,0.10969406483747723,0.32071490732125596
GS,0.09240860624223217,0.27465922446250385
HAL,0.0916875835068236,0.46380790992724585
HIG,0.10466179021019938,0.2990685877440146
HAS,0.00932582238008084,0.30175668532165834
HCA,0.19536611010708718,0.3229075149599588
DOC,0.06626017684702981,0.2748983205631739
HSIC,0.0799300597560228,0.24895064326914357
HSY,0.13455151517787717,0.19456296012790264
HES,0.2533605094348993,0.4252005887637605
HPE,0.08240494473034789,0.30765633142297566
HLT,0.10757131965300712,0.28729433862268605
HOLX,0.10952589470672427,0.2534488194826547
HD,0.11687719771457439,0.2386649933077925
HON,0.09129945238762405,0.2262042834298648
HRL,0.06273895495588297,0.1867306345413071
HST,0.04625087875515883,0.3395072542267658
HWM,0.12579444847635649,0.3854777500283341
HPQ,0.10512320636154837,0.32140928015773895
HUBB,0.1267509228186002,0.2551430610852565
HUM,0.14075325844165748,0.27423927305251583
HBAN,0.07702515583720378,0.3213309962467333
HII,0.048069063756392354,0.2557260994458982
IBM,0.05313915441572875,0.22868973902465015
IEX,0.10825278860714155,0.21912199162458934
ITW,0.08383323633250588,0.23289130861345406
INCY,0.012100201171135062,0.29309260240460405
IR,0.10932106668466922,0.3112568213497181
PODD,0.2695628826072655,0.3739947371343988
INTC,-0.009992818360178698,0.3149959362138419
ICE,0.08423159317932609,0.2108022796302156
IFF,-0.001573795712949678,0.26426249606206464
IP,0.0002945175669283332,0.2773656649411328
IPG,0.14178810566494013,0.3012056384733924
INTU,0.17554356264276663,0.3060862103820567
ISRG,0.14988521138077499,0.3029674877729208
IVZ,0.008437330634451096,0.37915704673400846
INVH,0.07642751027017838,0.24195564695235838
IQV,0.13736362346422215,0.27512962631842824
IRM,0.12124206938254732,0.268146788720187
JBHT,0.09527396780567213,0.2569174369806369
JBL,0.1864405550566162,0.3182316698992582
JKHY,0.08809590812115761,0.21596689037648792
J,0.1186232501910835,0.25159663076000416
JNJ,0.06622094317933898,0.17330868642510483
JCI,0.11875386457859537,0.24518679555876946
JPM,0.085372072691443,0.2664246829825171
JNPR,0.06342404522566042,0.2373256009118992
K,0.05079929880801957,0.1984954910439142
KDP,0.1548705110818043,0.22663315449996524
KEY,0.07192258827502238,0.3595833600271592
KEYS,0.23240737328565417,0.2794094461852014
KMB,0.05978987712890137,0.19291429584936312
KIM,0.11509390833947182,0.3469234668587994
KMI,0.07173689359173482,0.27161163424261436
KKR,0.17076237419903723,0.32571830778229965
KLAC,0.2567099356796077,0.3712405804269507
KHC,-0.01922571605986329,0.267064555454636
KR,0.11167400216453617,0.263327641699556
LHX,0.09504391785374645,0.24562880529257622
LH,0.0872730526344217,0.2615422393306608
LRCX,0.2721702368803749,0.4094411691613004
LW,0.11838310444125479,0.29336119643323333
LVS,0.036477374245028234,0.3760738877564693
